,ID,label,y_pred,y_pred_class
0,0,0,0.9893659399615617,1
1,0,0,0.998319449684743,1
2,0,0,0.9990492487172776,1
3,0,0,0.9991128617745486,1
4,0,0,0.999403857612392,1
5,0,0,0.992868625124947,1
6,0,0,0.9376591615233346,1
7,0,0,0.7182040464405667,1
8,0,0,0.1447038173279595,0
9,0,0,0.6183942594593895,1
10,0,0,0.8506765998244089,1
11,0,0,0.6212831999381097,1
12,0,0,0.8898515999996839,1
13,0,0,0.9769081999999942,1
14,0,0,0.9809803399999961,1
15,0,0,0.9256243999999996,1
16,0,0,0.7351376,1
17,0,0,0.7315867999999999,1
18,0,0,0.919606,1
19,0,0,0.9621361499999984,1
20,0,0,0.9503511999999747,1
21,0,0,0.6921581999999996,1
22,0,0,0.6289136999999998,1
23,0,0,0.8758106,1
24,0,0,0.9541577699999987,1
25,0,0,0.9732954999999982,1
26,0,0,0.9762897999999991,1
27,0,0,0.9816342,1
28,0,0,0.9921967,1
29,0,0,0.978447,1
30,0,0,0.9905532599999999,1
